filepath,formula,spacegroup_number,spacegroup_symbol,num_atoms,probability,is_ferroelectric
/home/ubuntu/ai_wh/wh-ai/new_data/database/KS/mp_1180621_mp_1180648_cost_0.3092/2_normalized.vasp,KS,1,P1,2,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/LiCuS/mp_753605_mp_853967_cost_0.4762/4_normalized.vasp,LiCuS,1,P1,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Na2Cl/mp_990084_mp_1018810_cost_0.3702/4_normalized.vasp,Na2Cl,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgIn2/mp_1185934_mp_1185901_cost_0.3862/2_normalized.vasp,MgIn2,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/CsMgBiO3/mp_2240078_mp_2222886_cost_0.1866/4_normalized.vasp,CsMgBiO3,8,Cm,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li(TiS2)2/mp_1223278_mp_1045384_cost_0.3997/2_normalized.vasp,Li(TiS2)2,1,P1,14,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li6Mn3CoO10/mp_1174282_mp_1232438_cost_0.2254/4_normalized.vasp,Li6Mn3CoO10,1,P1,20,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/HfN/mp_1001834_mp_1001916_cost_0.2112/4_normalized.vasp,HfN,8,Cm,2,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/SrMgCoO3/mp_2210646_mp_2228095_cost_0.1901/3_normalized.vasp,SrMgCoO3,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Na2Mg(SbO3)2/mp_2217564_mp_2217653_cost_0.4473/2_normalized.vasp,Na2Mg(SbO3)2,1,P1,11,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgMo2HO6/mp_2239842_mp_2222813_cost_0.0417/1_normalized.vasp,MgMo2HO6,1,P1,10,0.9999951124191284,True
